Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
"Kathryn Elizabeth ""Kay"" Knapp (-Norton)",United States,USA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Silver,Women
Annegret Kober (-Schrder),West Germany,FRG,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Women
Yuki Kobori,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Men
Edeltraud Koch (-Rken),West Germany,FRG,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Women
Reizo Koike,Japan,JPN,Summer,1932,Los Angeles,Swimming,200m breaststroke,Silver,Men
Reizo Koike,Japan,JPN,Summer,1936,Berlin,Swimming,200m breaststroke,Bronze,Men
George Harold Kojac,United States,USA,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Gold,Men
George Harold Kojac,United States,USA,Summer,1928,Amsterdam,Swimming,100m backstroke,Gold,Men
"Aagje ""Ada"" Kok (-van der Linden)",Netherlands,NED,Summer,1964,Tokyo,Swimming,100m butterfly,Silver,Women
"Aagje ""Ada"" Kok (-van der Linden)",Netherlands,NED,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Women
"Aagje ""Ada"" Kok (-van der Linden)",Netherlands,NED,Summer,1968,Mexico City,Swimming,200m butterfly,Gold,Women
Claudia Anne Kolb,United States,USA,Summer,1964,Tokyo,Swimming,200m breaststroke,Silver,Women
Claudia Anne Kolb,United States,USA,Summer,1968,Mexico City,Swimming,200m individual medley,Gold,Women
Claudia Anne Kolb,United States,USA,Summer,1968,Mexico City,Swimming,400m individual medley,Gold,Women
Stanislava Stanislavovna Komarova,Russia,RUS,Summer,2004,Athina,Swimming,200m backstroke,Silver,Women
Rachel Komisarz,United States,USA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Gold,Women
Rachel Komisarz,United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Silver,Women
Ford Hiroshi Konno,United States,USA,Summer,1952,Helsinki,Swimming,400m freestyle,Silver,Men
Ford Hiroshi Konno,United States,USA,Summer,1952,Helsinki,Swimming,1500m freestyle,Gold,Men
Ford Hiroshi Konno,United States,USA,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Gold,Men
Ford Hiroshi Konno,United States,USA,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Silver,Men
"Ilze ""Ilsa"" Konrads",Australia,AUS,Summer,1960,Roma,Swimming,4x100m freestyle relay,Silver,Women
"Ilze ""Ilsa"" Konrads",Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Women
"Jnis ""John"" Konrads",Australia,AUS,Summer,1960,Roma,Swimming,400m freestyle,Bronze,Men
"Jnis ""John"" Konrads",Australia,AUS,Summer,1960,Roma,Swimming,1500m freestyle,Gold,Men
"Jnis ""John"" Konrads",Australia,AUS,Summer,1960,Roma,Swimming,4x200m freestyle relay,Bronze,Men
Sergey Viktorovich Koplyakov,Soviet Union,URS,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Silver,Men
Sergey Viktorovich Koplyakov,Soviet Union,URS,Summer,1980,Moskva,Swimming,200m freestyle,Gold,Men
Sergey Viktorovich Koplyakov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Gold,Men
Sergey Viktorovich Koplyakov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
Andrey Nikolayevich Korneyev,Russia,RUS,Summer,1996,Atlanta,Swimming,200m breaststroke,Bronze,Men
Yevgeny Yevgenyevich Korotyshkin,Russia,RUS,Summer,2012,London,Swimming,100m butterfly,Silver,Men
Dirk Korthals,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
Marina Vladimirovna Koshevaya,Soviet Union,URS,Summer,1976,Montreal,Swimming,100m breaststroke,Bronze,Women
Marina Vladimirovna Koshevaya,Soviet Union,URS,Summer,1976,Montreal,Swimming,200m breaststroke,Gold,Women
Vladimir Ivanovich Kosinsky,Soviet Union,URS,Summer,1968,Mexico City,Swimming,100m breaststroke,Silver,Men
Vladimir Ivanovich Kosinsky,Soviet Union,URS,Summer,1968,Mexico City,Swimming,200m breaststroke,Silver,Men
Vladimir Ivanovich Kosinsky,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Men
Annabel Kosten,Netherlands,NED,Summer,2004,Athina,Swimming,4x100m freestyle relay,Bronze,Women
Rosemarie Kother-Gabriel,East Germany,GDR,Summer,1976,Montreal,Swimming,200m butterfly,Bronze,Women
Rosemarie Kother-Gabriel,East Germany,GDR,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Women
gnes Kovcs,Hungary,HUN,Summer,1996,Atlanta,Swimming,200m breaststroke,Bronze,Women
gnes Kovcs,Hungary,HUN,Summer,2000,Sydney,Swimming,200m breaststroke,Gold,Women
"Kristina Ann ""Kristy"" Kowal",United States,USA,Summer,2000,Sydney,Swimming,200m breaststroke,Silver,Women
Daniel Steven Kowalski,Australia,AUS,Summer,1996,Atlanta,Swimming,200m freestyle,Bronze,Men
Daniel Steven Kowalski,Australia,AUS,Summer,1996,Atlanta,Swimming,400m freestyle,Bronze,Men
Daniel Steven Kowalski,Australia,AUS,Summer,1996,Atlanta,Swimming,1500m freestyle,Silver,Men
Daniel Steven Kowalski,Australia,AUS,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Gold,Men
Serhiy Oleksandrovych Krasiuk,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Gold,Men
Serhiy Oleksandrovych Krasiuk,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
Angelika Kraus,West Germany,FRG,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Women
Michael Kraus,West Germany,FRG,Summer,1976,Montreal,Swimming,4x100m medley relay,Bronze,Men
Barbara Krause (-Wanja),East Germany,GDR,Summer,1980,Moskva,Swimming,100m freestyle,Gold,Women
Barbara Krause (-Wanja),East Germany,GDR,Summer,1980,Moskva,Swimming,200m freestyle,Gold,Women
Barbara Krause (-Wanja),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Gold,Women
Roswitha Krause,East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Women
Lenny Krayzelburg,United States,USA,Summer,2000,Sydney,Swimming,100m backstroke,Gold,Men
Lenny Krayzelburg,United States,USA,Summer,2000,Sydney,Swimming,200m backstroke,Gold,Men
Lenny Krayzelburg,United States,USA,Summer,2000,Sydney,Swimming,4x100m medley relay,Gold,Men
Lenny Krayzelburg,United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Men
Mitzi Patricia Kremer (-Tighe),United States,USA,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Bronze,Women
Marianne Kriel,South Africa,RSA,Summer,1996,Atlanta,Swimming,100m backstroke,Bronze,Women
Ranomi Kromowidjojo,Netherlands,NED,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Gold,Women
Ranomi Kromowidjojo,Netherlands,NED,Summer,2012,London,Swimming,50m freestyle,Gold,Women
Ranomi Kromowidjojo,Netherlands,NED,Summer,2012,London,Swimming,100m freestyle,Gold,Women
Ranomi Kromowidjojo,Netherlands,NED,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Women
Olena Yevhenivna Kruhlova (-Sydorenko),Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Bronze,Women
Jens Kruppa,Germany,GER,Summer,2000,Sydney,Swimming,4x100m medley relay,Bronze,Men
Jens Kruppa,Germany,GER,Summer,2004,Athina,Swimming,4x100m medley relay,Silver,Men
"Pamela Jean ""Pam"" Kruse",United States,USA,Summer,1968,Mexico City,Swimming,800m freestyle,Silver,Women
Andrey Ivanovich Krylov,Soviet Union,URS,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Silver,Men
Andrey Ivanovich Krylov,Soviet Union,URS,Summer,1980,Moskva,Swimming,200m freestyle,Silver,Men
Andrey Ivanovich Krylov,Soviet Union,URS,Summer,1980,Moskva,Swimming,400m freestyle,Silver,Men
Andrey Ivanovich Krylov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Gold,Men
Aleksey Valentinovich Kudryavtsev,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Gold,Men
Patrick Khl,East Germany,GDR,Summer,1988,Seoul,Swimming,200m individual medley,Silver,Men
Frank Khne,East Germany,GDR,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Silver,Men
Yolane Nicole Kukla,Australia,AUS,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Women
Vladislav Vladimirovich Kulikov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Silver,Men
Vladislav Vladimirovich Kulikov,Russia,RUS,Summer,1996,Atlanta,Swimming,100m butterfly,Bronze,Men
Vladislav Vladimirovich Kulikov,Russia,RUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Men
Georgijs Kuikovs,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Men
Georgijs Kuikovs,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x200m freestyle relay,Bronze,Men
Georgijs Kuikovs,Soviet Union,URS,Summer,1972,Munich,Swimming,4x100m freestyle relay,Silver,Men
Georgijs Kuikovs,Soviet Union,URS,Summer,1972,Munich,Swimming,4x200m freestyle relay,Bronze,Men
Ursula Kper (-Stille),Germany,GER,Summer,1960,Roma,Swimming,4x100m medley relay,Bronze,Women
Ernst-Joachim Kppers,Germany,GER,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Men
Walter Kusch,West Germany,FRG,Summer,1976,Montreal,Swimming,4x100m medley relay,Bronze,Men
Viktor Aleksandrovich Kuznetsov,Soviet Union,URS,Summer,1980,Moskva,Swimming,100m backstroke,Silver,Men
Viktor Aleksandrovich Kuznetsov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
Olha Oleksandrivna Kyrychenko (-Pankratova),Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Bronze,Women
Ethel Minnie Lackie (-Watkins),United States,USA,Summer,1924,Paris,Swimming,100m freestyle,Gold,Women
Ethel Minnie Lackie (-Watkins),United States,USA,Summer,1924,Paris,Swimming,4x100m freestyle relay,Gold,Women
"Cornelia ""Corrie"" Ladd (-Voogd, -Bakhuizen)",Netherlands,NED,Summer,1932,Los Angeles,Swimming,4x100m freestyle relay,Silver,Women
"Catharina Bernadetta Jacoba ""Tineke"" Lagerberg",Netherlands,NED,Summer,1960,Roma,Swimming,400m freestyle,Bronze,Women
Yevgeny Aleksandrovich Lagunov,Russia,RUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Silver,Men
Yevgeny Aleksandrovich Lagunov,Russia,RUS,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Men
"Susanne E. ""Susan"" Laird (-Scavey)",United States,USA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Gold,Women
Adelaide T. Lambert (-Ballard),United States,USA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Gold,Women
Oliver Lampe,Germany,GER,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Bronze,Men
Werner Lampe,West Germany,FRG,Summer,1972,Munich,Swimming,200m freestyle,Bronze,Men
Werner Lampe,West Germany,FRG,Summer,1972,Munich,Swimming,4x200m freestyle relay,Silver,Men
"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",Australia,AUS,Summer,1984,Los Angeles,Swimming,400m individual medley,Silver,Women
"Frederick Claude Vivian ""Fred"" Lane",Australia,AUS,Summer,1900,Paris,Swimming,200m freestyle,Gold,Men
"Frederick Claude Vivian ""Fred"" Lane",Australia,AUS,Summer,1900,Paris,Swimming,200m obstacle course,Gold,Men
Brent Dennis Lang,United States,USA,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Men
Peter Lang,West Germany,FRG,Summer,1976,Montreal,Swimming,4x100m medley relay,Bronze,Men
"Ludwig Ernest Frank ""Ludy"" Langer",United States,USA,Summer,1920,Antwerpen,Swimming,400m freestyle,Silver,Men
Colleen Lanne,United States,USA,Summer,2004,Athina,Swimming,4x100m freestyle relay,Silver,Women
Bernice Ruth Lapp (-Squier),United States,USA,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Bronze,Women
"Mitchell James ""Mitch"" Larkin",Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,200m backstroke,Silver,Men
"Mitchell James ""Mitch"" Larkin",Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Bronze,Men
Breeja Larson,United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Women
David Erwin Larson,United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
Lance Melvin Larson,United States,USA,Summer,1960,Roma,Swimming,100m freestyle,Silver,Men
Lance Melvin Larson,United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Men
Stig Axel Gran Larsson,Sweden,SWE,Summer,1952,Helsinki,Swimming,100m freestyle,Bronze,Men
Karl Gunnar Larsson,Sweden,SWE,Summer,1972,Munich,Swimming,200m individual medley,Gold,Men
Karl Gunnar Larsson,Sweden,SWE,Summer,1972,Munich,Swimming,400m individual medley,Gold,Men
Rosemary Lassig (-Lluka),Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Women
"Aartje Elisabeth ""Adrie"" Lasterie",Netherlands,NED,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Women
Walter Laufer,United States,USA,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Gold,Men
Walter Laufer,United States,USA,Summer,1928,Amsterdam,Swimming,100m backstroke,Silver,Men
Andrew George Lauterstein,Australia,AUS,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Bronze,Men
Andrew George Lauterstein,Australia,AUS,Summer,2008,Beijing,Swimming,100m butterfly,Bronze,Men
Andrew George Lauterstein,Australia,AUS,Summer,2008,Beijing,Swimming,4x100m medley relay,Silver,Men
"Jacqueline Carol ""Jackie"" LaVine",United States,USA,Summer,1952,Helsinki,Swimming,4x100m freestyle relay,Bronze,Women
Marion Beverly Lay,Canada,CAN,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Bronze,Women
Mylne Lazare,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Women
Le Jingyi,China,CHN,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Silver,Women
Le Jingyi,China,CHN,Summer,1996,Atlanta,Swimming,50m freestyle,Silver,Women
Le Jingyi,China,CHN,Summer,1996,Atlanta,Swimming,100m freestyle,Gold,Women
Le Jingyi,China,CHN,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Silver,Women
Chad Guy Bertrand le Clos,South Africa,RSA,Summer,2012,London,Swimming,100m butterfly,Silver,Men
Chad Guy Bertrand le Clos,South Africa,RSA,Summer,2012,London,Swimming,200m butterfly,Gold,Men
Chad Guy Bertrand le Clos,South Africa,RSA,Summer,2016,Rio de Janeiro,Swimming,200m freestyle,Silver,Men
Chad Guy Bertrand le Clos,South Africa,RSA,Summer,2016,Rio de Janeiro,Swimming,100m butterfly,Silver,Men
Robin John Leamy,United States,USA,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Gold,Men
John Scott Leary,United States,USA,Summer,1904,St. Louis,Swimming,50 yard freestyle,Silver,Men
John Scott Leary,United States,USA,Summer,1904,St. Louis,Swimming,100 yard freestyle,Bronze,Men
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2012,London,Swimming,800m freestyle,Gold,Women
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2016,Rio de Janeiro,Swimming,200m freestyle,Gold,Women
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2016,Rio de Janeiro,Swimming,400m freestyle,Gold,Women
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2016,Rio de Janeiro,Swimming,800m freestyle,Gold,Women
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Women
"Kathleen Genevieve ""Katie"" Ledecky",United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Women
Faith Yvonne Leech (-Touhy),Australia,AUS,Summer,1956,Melbourne,Swimming,100m freestyle,Bronze,Women
Faith Yvonne Leech (-Touhy),Australia,AUS,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Gold,Women
Clment Lefert,France,FRA,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Men
Clment Lefert,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Men
Jorge Luiz Fernandes Leite,Brazil,BRA,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Bronze,Men
Leif Thomas Lejdstrm,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Men
Justin William Lemberg,Australia,AUS,Summer,1984,Los Angeles,Swimming,400m freestyle,Bronze,Men
Ingrid Lempereur,Belgium,BEL,Summer,1984,Los Angeles,Swimming,200m breaststroke,Bronze,Women
rpd Lengyel,Hungary,HUN,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Bronze,Men
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2004,Athina,Swimming,50m freestyle,Bronze,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2004,Athina,Swimming,4x100m freestyle relay,Gold,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2008,Beijing,Swimming,100m freestyle,Silver,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Bronze,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2008,Beijing,Swimming,100m butterfly,Gold,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Women
"Lisbeth Constance ""Libby"" Lenton-Trickett",Australia,AUS,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Women
Dmitry Mikhaylovich Lepikov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Gold,Men
Georges Robert Flix Constant Leuillieux,Pupilles de Neptune de Lille,FRA,Summer,1900,Paris,Swimming,200m team,Bronze,Men
Amaury Raymond Leveaux,France,FRA,Summer,2008,Beijing,Swimming,50m freestyle,Silver,Men
Amaury Raymond Leveaux,France,FRA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Silver,Men
Amaury Raymond Leveaux,France,FRA,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Men
Amaury Raymond Leveaux,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Men
Caitlin Leverenz,United States,USA,Summer,2012,London,Swimming,200m individual medley,Bronze,Women
Hayley Jane Lewis (-Taylor),Australia,AUS,Summer,1992,Barcelona,Swimming,400m freestyle,Bronze,Women
Hayley Jane Lewis (-Taylor),Australia,AUS,Summer,1992,Barcelona,Swimming,800m freestyle,Silver,Women
Gustav Lexau,Deutscher Schwimm Verband Berlin,GER,Summer,1900,Paris,Swimming,200m team,Gold,Men
Jason Edward Lezak,United States,USA,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Silver,Men
Jason Edward Lezak,United States,USA,Summer,2000,Sydney,Swimming,4x100m medley relay,Gold,Men
Jason Edward Lezak,United States,USA,Summer,2004,Athina,Swimming,4x100m freestyle relay,Bronze,Men
Jason Edward Lezak,United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Men
Jason Edward Lezak,United States,USA,Summer,2008,Beijing,Swimming,100m freestyle,Bronze,Men
Jason Edward Lezak,United States,USA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Gold,Men
Jason Edward Lezak,United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Men
Jason Edward Lezak,United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Men
Li Ji,China,CHN,Summer,2004,Athina,Swimming,4x200m freestyle relay,Silver,Women
Li Xuanxu,China,CHN,Summer,2012,London,Swimming,400m individual medley,Bronze,Women
Li Yunqi,China,CHN,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Men
Anna Josefin Lillhage (-stblom),Sweden,SWE,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Bronze,Women
Marianne Louise Limpert,Canada,CAN,Summer,1996,Atlanta,Swimming,200m individual medley,Silver,Women
Lin Li,China,CHN,Summer,1992,Barcelona,Swimming,200m breaststroke,Silver,Women
Lin Li,China,CHN,Summer,1992,Barcelona,Swimming,200m individual medley,Gold,Women
Lin Li,China,CHN,Summer,1992,Barcelona,Swimming,400m individual medley,Silver,Women
Lin Li,China,CHN,Summer,1996,Atlanta,Swimming,200m individual medley,Bronze,Women
Helga Lindner (-Hrtel),East Germany,GDR,Summer,1968,Mexico City,Swimming,200m butterfly,Silver,Women
Jeremy Porter Linn,United States,USA,Summer,1996,Atlanta,Swimming,100m breaststroke,Silver,Men
Jeremy Porter Linn,United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,NED,Summer,1948,London,Swimming,100m freestyle,Bronze,Women
Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,NED,Summer,1948,London,Swimming,4x100m freestyle relay,Bronze,Women
Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,NED,Summer,1952,Helsinki,Swimming,4x100m freestyle relay,Silver,Women
Mria Littomeritzky (-Bognr),Hungary,HUN,Summer,1952,Helsinki,Swimming,4x100m freestyle relay,Gold,Women
Liu Limin,China,CHN,Summer,1996,Atlanta,Swimming,100m butterfly,Silver,Women
Liu Zige,China,CHN,Summer,2008,Beijing,Swimming,200m butterfly,Gold,Women
Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,AUS,Summer,1992,Barcelona,Swimming,200m backstroke,Bronze,Women
Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,AUS,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Bronze,Women
Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Women
Anita Carina Ljungdahl (-Algotsson),Sweden,SWE,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Silver,Women
Danyon Joseph Loader,New Zealand,NZL,Summer,1992,Barcelona,Swimming,200m butterfly,Silver,Men
Danyon Joseph Loader,New Zealand,NZL,Summer,1996,Atlanta,Swimming,200m freestyle,Gold,Men
Danyon Joseph Loader,New Zealand,NZL,Summer,1996,Atlanta,Swimming,400m freestyle,Gold,Men
Nikita Konstantinovich Lobintsev,Russia,RUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Silver,Men
Nikita Konstantinovich Lobintsev,Russia,RUS,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Men
Ryan Steven Lochte,United States,USA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Gold,Men
Ryan Steven Lochte,United States,USA,Summer,2004,Athina,Swimming,200m individual medley,Silver,Men
Ryan Steven Lochte,United States,USA,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Men
Ryan Steven Lochte,United States,USA,Summer,2008,Beijing,Swimming,200m backstroke,Gold,Men
Ryan Steven Lochte,United States,USA,Summer,2008,Beijing,Swimming,200m individual medley,Bronze,Men
Ryan Steven Lochte,United States,USA,Summer,2008,Beijing,Swimming,400m individual medley,Bronze,Men
Ryan Steven Lochte,United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Men
Ryan Steven Lochte,United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Men
Ryan Steven Lochte,United States,USA,Summer,2012,London,Swimming,200m backstroke,Bronze,Men
Ryan Steven Lochte,United States,USA,Summer,2012,London,Swimming,200m individual medley,Silver,Men
Ryan Steven Lochte,United States,USA,Summer,2012,London,Swimming,400m individual medley,Gold,Men
Ryan Steven Lochte,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Men
Sven Lodziewski,East Germany,GDR,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Silver,Men
Horst Lffler,Germany,GER,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Silver,Men
"Magdalena Maria ""Leni"" Lohmar (-Henze)",Germany,GER,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Silver,Women
Anita Lonsbrough (-Porter),Great Britain,GBR,Summer,1960,Roma,Swimming,200m breaststroke,Gold,Women
Sergio Lpez Mir,Spain,ESP,Summer,1988,Seoul,Swimming,200m breaststroke,Bronze,Men
David Lpez-Zubero Purcell,Spain,ESP,Summer,1980,Moskva,Swimming,100m butterfly,Bronze,Men
Martn Lpez-Zubero Purcell,Spain,ESP,Summer,1992,Barcelona,Swimming,200m backstroke,Gold,Men
Stanislav Yuryevich Lopukhov,Russia,RUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Silver,Men
Lea E. Loveless (-Maurer),United States,USA,Summer,1992,Barcelona,Swimming,100m backstroke,Bronze,Women
Lea E. Loveless (-Maurer),United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Women
David Lowe,Great Britain,GBR,Summer,1980,Moskva,Swimming,4x100m medley relay,Bronze,Men
Valeriy Viktorovych Lozik,Soviet Union,URS,Summer,1988,Seoul,Swimming,4x100m medley relay,Bronze,Men
Lu Bin,China,CHN,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Silver,Women
Lu Ying,China,CHN,Summer,2012,London,Swimming,100m butterfly,Silver,Women
Lu Zhiwu,China,CHN,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Men
Alexander Lderitz,Germany,GER,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Bronze,Men
Ernst Lhrsen,Deutscher Schwimm Verband Berlin,GER,Summer,1900,Paris,Swimming,200m team,Gold,Men
"Virgil William ""Virg"" Luken",United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Men
"Stephen K. ""Steve"" Lundquist",United States,USA,Summer,1984,Los Angeles,Swimming,100m breaststroke,Gold,Men
"Stephen K. ""Steve"" Lundquist",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Men
Nomi Ildiko Lung,Romania,ROU,Summer,1988,Seoul,Swimming,200m individual medley,Bronze,Women
Nomi Ildiko Lung,Romania,ROU,Summer,1988,Seoul,Swimming,400m individual medley,Silver,Women
Luo Xuejuan,China,CHN,Summer,2004,Athina,Swimming,100m breaststroke,Gold,Women
Thomas Peter Lurz,Germany,GER,Summer,2008,Beijing,Swimming,10 kilom open water,Bronze,Men
Thomas Peter Lurz,Germany,GER,Summer,2012,London,Swimming,10 kilom open water,Silver,Men
"Wilhelm Bernhard Adolf Emil ""Willy"" Ltzow",Germany,GER,Summer,1912,Stockholm,Swimming,200m breaststroke,Silver,Men
Peder Rudolph Lykkeberg,Denmark,DEN,Summer,1900,Paris,Swimming,underwater,Bronze,Men
"David Chandler ""Dave"" Lyons",United States,USA,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Gold,Men
"Beatrice ""Nancy"" Lyons (-Welch)",Australia,AUS,Summer,1948,London,Swimming,200m breaststroke,Silver,Women
Anders Christer Lyrbring,Sweden,SWE,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Men
