Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
Ingrid Schmidt (-Naue),Germany,GER,Summer,1960,Roma,Swimming,4X100M Medley Relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,200M Freestyle,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,400M Freestyle,Silver,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Bronze,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Women
Allison Rodgers Schmitt,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Silver,Women
Allison Rodgers Schmitt,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Women
Ingeborg Schmitz,Germany,GER,Summer,1936,Berlin,Swimming,4X100M Freestyle Relay,Silver,Women
Uta Schmuck (-Hoffmann),East Germany,GDR,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Silver,Women
Petra Schneider (-Kind),East Germany,GDR,Summer,1980,Moskva,Swimming,400M Freestyle,Silver,Women
Petra Schneider (-Kind),East Germany,GDR,Summer,1980,Moskva,Swimming,400M Individual Medley,Gold,Women
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,50M Freestyle,Bronze,Men
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,100M Freestyle,Silver,Men
Roland Mark Schoeman,South Africa,RSA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Gold,Men
Dana Lee Schoenfield,United States,USA,Summer,1972,Munich,Swimming,200M Breaststroke,Silver,Women
Clarke Currie Scholes,United States,USA,Summer,1952,Helsinki,Swimming,100M Freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,100M Freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,400M Freestyle,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1964,Tokyo,Swimming,4X200M Freestyle Relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,200M Freestyle,Silver,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4X200M Freestyle Relay,Gold,Men
"Donald Arthur ""Don"" Schollander",United States,USA,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Gold,Men
Anke Scholz,Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Silver,Women
Sybille Schnrock (-Ermisch),East Germany,GDR,Summer,1980,Moskva,Swimming,200M Butterfly,Silver,Women
Joseph Isaac Schooling,Singapore,SGP,Summer,2016,Rio De Janeiro,Swimming,100M Butterfly,Gold,Men
Alexander Schowtka,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X200M Freestyle Relay,Silver,Men
"Hildegard ""Hilde"" Schrader (-Lux)",Germany,GER,Summer,1928,Amsterdam,Swimming,200M Breaststroke,Gold,Women
Hinkelien Schreuder,Netherlands,NED,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Gold,Women
Hinkelien Schreuder,Netherlands,NED,Summer,2012,London,Swimming,4X100M Freestyle Relay,Silver,Women
"Richard Alan ""Rich"" Schroeder",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Gold,Men
"Richard Alan ""Rich"" Schroeder",United States,USA,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Men
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,100M Freestyle,Bronze,Women
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,300M Freestyle,Bronze,Women
Frances Cowells Schroth,United States,USA,Summer,1920,Antwerpen,Swimming,4X100M Freestyle Relay,Gold,Women
Carolyn Jane Schuler,United States,USA,Summer,1960,Roma,Swimming,100M Butterfly,Gold,Women
Carolyn Jane Schuler,United States,USA,Summer,1960,Roma,Swimming,4X100M Medley Relay,Gold,Women
Lary Alan Schulhof,United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Men
Sabina Schulze (-Kessler),East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Gold,Women
Bradley Darrell Schumacher,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Men
Bradley Darrell Schumacher,United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Men
Susanne Schuster (-Boerhoff),West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Bronze,Women
Albert L. Schwartz,United States,USA,Summer,1932,Los Angeles,Swimming,100M Freestyle,Bronze,Men
Marquard J. Schwarz,Missouri Athletic Club,USA,Summer,1904,St. Louis,Swimming,4 X 50M Yard Freestyle Relay,Bronze,Men
"William Douglas ""Tripp"" Schwenk, Iii",United States,USA,Summer,1996,Atlanta,Swimming,200M Backstroke,Silver,Men
"William Douglas ""Tripp"" Schwenk, Iii",United States,USA,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Gold,Men
Duncan William Macnaughton Scott,Great Britain,GBR,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Silver,Men
Duncan William Macnaughton Scott,Great Britain,GBR,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Silver,Men
Mary Jane Sears,United States,USA,Summer,1956,Melbourne,Swimming,100M Butterfly,Bronze,Women
Emily Jane Seebohm,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Gold,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,4X100M Freestyle Relay,Gold,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,100M Backstroke,Silver,Women
Emily Jane Seebohm,Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Silver,Women
Emily Jane Seebohm,Australia,AUS,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Silver,Women
Elke Sehmisch,East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Silver,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Bronze,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,100M Butterfly,Bronze,Women
Karin Seick,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Silver,Women
"Johanna Katarina ""Jopie"" Selbach (-Ko)",Netherlands,NED,Summer,1936,Berlin,Swimming,4X100M Freestyle Relay,Gold,Women
Vladimir Vladimirovich Selkov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,200M Backstroke,Silver,Men
Vladimir Vladimirovich Selkov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Men
Vladimir Vladimirovich Selkov,Russia,RUS,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Silver,Men
"Dina Willemina Jacoba ""Nida"" Senff (-Scheffer, -Couturier)",Netherlands,NED,Summer,1936,Berlin,Swimming,100M Backstroke,Gold,Women
Andriy Viktorovych Serdinov,Ukraine,UKR,Summer,2004,Athina,Swimming,100M Butterfly,Bronze,Men
Yevgeny Alekseyevich Seredin,Soviet Union,URS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Silver,Men
Daiya Seto,Japan,JPN,Summer,2016,Rio De Janeiro,Swimming,400M Individual Medley,Bronze,Men
Shan Ying,China,CHN,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Silver,Women
Shan Ying,China,CHN,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Bronze,Women
Eric Lee Shanteau,United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Men
"Timothy Andrew ""Tim"" Shaw",United States,USA,Summer,1976,Montreal,Swimming,400M Freestyle,Silver,Men
"Timothy Andrew ""Tim"" Shaw",United States,USA,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Gold,Men
Courtney Amanda Shealy (-Hart),United States,USA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Gold,Women
Courtney Amanda Shealy (-Hart),United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
"Donald Alexander ""Don"" Sheff",United States,USA,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Gold,Men
Vladimir Ilyich Shemetov,Soviet Union,URS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Silver,Men
Patience Halsey Sherman,United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Women
Shi Jinglin,China,CHN,Summer,2016,Rio De Janeiro,Swimming,200M Breaststroke,Bronze,Women
Ai Shibata,Japan,JPN,Summer,2004,Athina,Swimming,800M Freestyle,Gold,Women
"Susanne Marie ""Susan"" Shields (-White)",United States,USA,Summer,1968,Mexico City,Swimming,100M Butterfly,Bronze,Women
"Susanne Marie ""Susan"" Shields (-White)",United States,USA,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Gold,Women
"Thomas Allen ""Tom"" Shields",United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Gold,Men
Keigo Shimizu,Japan,JPN,Summer,1960,Roma,Swimming,4X100M Medley Relay,Bronze,Men
"Geoffrey Lloyd ""Geoff"" Shipton",Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Men
Toshio Shoji,Japan,JPN,Summer,1964,Tokyo,Swimming,4X200M Freestyle Relay,Bronze,Men
Dana Jayne Shrader (-Butler),United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Women
Marley Lynn Shriver (-Tobian),United States,USA,Summer,1956,Melbourne,Swimming,4X100M Freestyle Relay,Silver,Women
Yelena Shubina,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Bronze,Women
"Jonathan Scott ""Jon"" Sieben",Australia,AUS,Summer,1984,Los Angeles,Swimming,200M Butterfly,Gold,Men
"Jonathan Scott ""Jon"" Sieben",Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Bronze,Men
"Laura Gail ""Lauri"" Siering",United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Women
Erwin Sietas,Germany,GER,Summer,1936,Berlin,Swimming,200M Breaststroke,Silver,Men
Jani Nikanor Sievinen,Finland,FIN,Summer,1996,Atlanta,Swimming,200M Individual Medley,Silver,Men
Edvaldo Valrio Da Silva Filho,Brazil,BRA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Bronze,Men
Emily Susan Silver,United States,USA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Women
Nancy Joan Simons (-Peterson),United States,USA,Summer,1956,Melbourne,Swimming,4X100M Freestyle Relay,Silver,Women
Cornelia Sirch (Embacher-),East Germany,GDR,Summer,1988,Seoul,Swimming,100M Backstroke,Bronze,Women
Cornelia Sirch (Embacher-),East Germany,GDR,Summer,1988,Seoul,Swimming,200M Backstroke,Bronze,Women
Cornelia Sirch (Embacher-),East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Women
Peter Sitt,West Germany,FRG,Summer,1988,Seoul,Swimming,4X200M Freestyle Relay,Bronze,Men
Andr Jules Henri Six,France,FRA,Summer,1900,Paris,Swimming,Underwater,Silver,Men
Maria Johanna Sjberg,Sweden,SWE,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Bronze,Women
Sarah Frederica Sjstrm,Sweden,SWE,Summer,2016,Rio De Janeiro,Swimming,100M Freestyle,Bronze,Women
Sarah Frederica Sjstrm,Sweden,SWE,Summer,2016,Rio De Janeiro,Swimming,200M Freestyle,Silver,Women
Sarah Frederica Sjstrm,Sweden,SWE,Summer,2016,Rio De Janeiro,Swimming,100M Butterfly,Gold,Women
"Robert Danforth ""Bob"" Skelton",United States,USA,Summer,1924,Paris,Swimming,200M Breaststroke,Gold,Men
Lynn Ellen Skrifvars (-Nelson),United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Women
"Susan Estelle Sloan (-Smith, -Kelsey)",Canada,CAN,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Bronze,Women
Roman Andreyevich Sludnov,Russia,RUS,Summer,2000,Sydney,Swimming,100M Breaststroke,Bronze,Men
Andrey Vladislavovich Smirnov,Soviet Union,URS,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Silver,Men
Andrey Vladislavovich Smirnov,Soviet Union,URS,Summer,1976,Montreal,Swimming,400M Individual Medley,Bronze,Men
Julia Elizabeth Smit,United States,USA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Women
Julia Elizabeth Smit,United States,USA,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Women
"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",Canada,CAN,Summer,1976,Montreal,Swimming,4X100M Freestyle Relay,Bronze,Women
"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",Canada,CAN,Summer,1976,Montreal,Swimming,400M Individual Medley,Bronze,Women
"William Melvin ""Bill"" Smith, Jr.",United States,USA,Summer,1948,London,Swimming,400M Freestyle,Gold,Men
"William Melvin ""Bill"" Smith, Jr.",United States,USA,Summer,1948,London,Swimming,4X200M Freestyle Relay,Gold,Men
Clark Smith,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Men
Graeme Smith,Great Britain,GBR,Summer,1996,Atlanta,Swimming,1500M Freestyle,Bronze,Men
Donald Graham Smith,Canada,CAN,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Men
Leah Smith,United States,USA,Summer,2016,Rio De Janeiro,Swimming,400M Freestyle,Bronze,Women
Leah Smith,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Women
Trevor Martin Smith,Great Britain,GBR,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Bronze,Men
Michelle Marie Smith (-De Bruin),Ireland,IRL,Summer,1996,Atlanta,Swimming,400M Freestyle,Gold,Women
Michelle Marie Smith (-De Bruin),Ireland,IRL,Summer,1996,Atlanta,Swimming,200M Butterfly,Bronze,Women
Michelle Marie Smith (-De Bruin),Ireland,IRL,Summer,1996,Atlanta,Swimming,200M Individual Medley,Gold,Women
Michelle Marie Smith (-De Bruin),Ireland,IRL,Summer,1996,Atlanta,Swimming,400M Individual Medley,Gold,Women
Shannon Smith,Canada,CAN,Summer,1976,Montreal,Swimming,400M Freestyle,Bronze,Women
Olivia Smoliga,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Gold,Women
Per Michael Sderlund,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Bronze,Men
"Robert Raymond ""Bob"" Sohl",United States,USA,Summer,1948,London,Swimming,200M Breaststroke,Bronze,Men
Rebecca Soni,United States,USA,Summer,2008,Beijing,Swimming,100M Breaststroke,Silver,Women
Rebecca Soni,United States,USA,Summer,2008,Beijing,Swimming,200M Breaststroke,Gold,Women
Rebecca Soni,United States,USA,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Women
Rebecca Soni,United States,USA,Summer,2012,London,Swimming,100M Breaststroke,Silver,Women
Rebecca Soni,United States,USA,Summer,2012,London,Swimming,200M Breaststroke,Gold,Women
Rebecca Soni,United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Women
Vitaly Ivanovich Sorokin,Soviet Union,URS,Summer,1956,Melbourne,Swimming,4X200M Freestyle Relay,Bronze,Men
Inge Srensen (-Tabur),Denmark,DEN,Summer,1936,Berlin,Swimming,200M Breaststroke,Bronze,Women
Torsten Spanneberg,Germany,GER,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Bronze,Men
Annie Coupe Speirs (-Coombe),Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Gold,Women
Walter Percy Spence,Canada,CAN,Summer,1928,Amsterdam,Swimming,4X200M Freestyle Relay,Bronze,Men
Joan Arlene Spillane,United States,USA,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Gold,Women
Joan Arlene Spillane,United States,USA,Summer,1960,Roma,Swimming,4X100M Medley Relay,Gold,Women
Mark Andrew Spitz,United States,USA,Summer,1968,Mexico City,Swimming,100M Freestyle,Bronze,Men
Mark Andrew Spitz,United States,USA,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1968,Mexico City,Swimming,4X200M Freestyle Relay,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1968,Mexico City,Swimming,100M Butterfly,Silver,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,100M Freestyle,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,200M Freestyle,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,4X200M Freestyle Relay,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,100M Butterfly,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,200M Butterfly,Gold,Men
Mark Andrew Spitz,United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Men
Christian David Sprenger,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Men
Christian David Sprenger,Australia,AUS,Summer,2012,London,Swimming,100M Breaststroke,Silver,Men
Christian David Sprenger,Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Men
Nicholas Sprenger,Australia,AUS,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Silver,Men
Allen Mcintyre Stack,United States,USA,Summer,1948,London,Swimming,100M Backstroke,Gold,Men
"Michael Eugene ""Mike"" Stamm",United States,USA,Summer,1972,Munich,Swimming,100M Backstroke,Silver,Men
"Michael Eugene ""Mike"" Stamm",United States,USA,Summer,1972,Munich,Swimming,200M Backstroke,Silver,Men
"Michael Eugene ""Mike"" Stamm",United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Men
Bowen Dow Stassforth,United States,USA,Summer,1952,Helsinki,Swimming,200M Breaststroke,Silver,Men
Ivan Cuthbert Stedman,Australia,AUS,Summer,1920,Antwerpen,Swimming,4X200M Freestyle Relay,Silver,Men
Ivan Cuthbert Stedman,Australia,AUS,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Silver,Men
Irene Steer (-Nicholson),Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Gold,Women
Britta Steffen,Germany,GER,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Bronze,Women
Britta Steffen,Germany,GER,Summer,2008,Beijing,Swimming,50M Freestyle,Gold,Women
Britta Steffen,Germany,GER,Summer,2008,Beijing,Swimming,100M Freestyle,Gold,Women
Christel Steffin (-Schulz),Germany,GER,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Bronze,Women
Boris Steimetz,France,FRA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Men
Angela Steinbach,West Germany,FRG,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Bronze,Women
Klaus Steinbach,West Germany,FRG,Summer,1972,Munich,Swimming,4X200M Freestyle Relay,Silver,Men
Klaus Steinbach,West Germany,FRG,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Bronze,Men
Sabine Steinbach (-Klemm),East Germany,GDR,Summer,1968,Mexico City,Swimming,400M Individual Medley,Bronze,Women
"Janette May ""Jenny"" Steinbeck (-Murray)",Australia,AUS,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Silver,Women
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,Summer,1984,Los Angeles,Swimming,100M Freestyle,Gold,Women
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Women
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Gold,Women
Manuela Stellmach (-Schubert),East Germany,GDR,Summer,1988,Seoul,Swimming,200M Freestyle,Bronze,Women
Manuela Stellmach (-Schubert),East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Gold,Women
Manuela Stellmach (-Schubert),East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Women
Manuela Stellmach (-Schubert),Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Bronze,Women
"Marie Louise ""Marilee"" Stepan (-Wehmann)",United States,USA,Summer,1952,Helsinki,Swimming,4X100M Freestyle Relay,Bronze,Women
"Gillian ""Jill"" Sterkel",United States,USA,Summer,1976,Montreal,Swimming,4X100M Freestyle Relay,Gold,Women
"Gillian ""Jill"" Sterkel",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Women
"Gillian ""Jill"" Sterkel",United States,USA,Summer,1988,Seoul,Swimming,50M Freestyle,Bronze,Women
"Gillian ""Jill"" Sterkel",United States,USA,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Bronze,Women
Craig Julian Stevens,Australia,AUS,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Silver,Men
Natalie Alwyne Steward,Great Britain,GBR,Summer,1960,Roma,Swimming,100M Freestyle,Bronze,Women
Natalie Alwyne Steward,Great Britain,GBR,Summer,1960,Roma,Swimming,100M Backstroke,Silver,Women
"Sarah Gillow Marshall ""Cissie"" Stewart (-Hunt)",Great Britain,GBR,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Silver,Women
Jean Stewart (-Hurring),New Zealand,NZL,Summer,1952,Helsinki,Swimming,100M Backstroke,Bronze,Women
"Melvin ""Mel"" Stewart (-Monroe)",United States,USA,Summer,1992,Barcelona,Swimming,4X200M Freestyle Relay,Bronze,Men
"Melvin ""Mel"" Stewart (-Monroe)",United States,USA,Summer,1992,Barcelona,Swimming,200M Butterfly,Gold,Men
"Melvin ""Mel"" Stewart (-Monroe)",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Gold,Men
"Josefine ""Fini"" Sticker",Austria,AUT,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Bronze,Women
"Terri Lee Stickles (-Meja, -Strunck)",United States,USA,Summer,1964,Tokyo,Swimming,400M Freestyle,Bronze,Women
Hermine Marie Stindt,Germany,GER,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Silver,Women
Staciana Stitts (-Winfield),United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
Shirley Anne Stobs,United States,USA,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Gold,Women
Hannah Stockbauer,Germany,GER,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Bronze,Women
"Marcus William ""Mark"" Stockwell",Australia,AUS,Summer,1984,Los Angeles,Swimming,100M Freestyle,Silver,Men
"Marcus William ""Mark"" Stockwell",Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Silver,Men
"Marcus William ""Mark"" Stockwell",Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Bronze,Men
Hayden Ernest Stoeckel,Australia,AUS,Summer,2008,Beijing,Swimming,100M Backstroke,Bronze,Men
Hayden Ernest Stoeckel,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Men
Hayden Ernest Stoeckel,Australia,AUS,Summer,2012,London,Swimming,4X100M Medley Relay,Bronze,Men
Sharon Marie Stouder (-Clark),United States,USA,Summer,1964,Tokyo,Swimming,100M Freestyle,Silver,Women
Sharon Marie Stouder (-Clark),United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Women
Sharon Marie Stouder (-Clark),United States,USA,Summer,1964,Tokyo,Swimming,100M Butterfly,Gold,Women
Sharon Marie Stouder (-Clark),United States,USA,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Gold,Women
Julia Gray Stowers,United States,USA,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Gold,Women
"Rodney ""Rod"" Strachan",United States,USA,Summer,1976,Montreal,Swimming,400M Individual Medley,Gold,Men
Astrid Strau,East Germany,GDR,Summer,1988,Seoul,Swimming,800M Freestyle,Silver,Women
Jrmy Stravius,France,FRA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Gold,Men
Jrmy Stravius,France,FRA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Silver,Men
Jrmy Stravius,France,FRA,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Silver,Men
Andrew Edward Strenk,United States,USA,Summer,1968,Mexico City,Swimming,4X200M Freestyle Relay,Gold,Men
Rainer Strohbach,East Germany,GDR,Summer,1980,Moskva,Swimming,4X200M Freestyle Relay,Silver,Men
Nataliya Gennadyevna Strunnikova,Soviet Union,URS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Bronze,Women
Vladimir Vasilyevich Struzhanov,Soviet Union,URS,Summer,1956,Melbourne,Swimming,4X200M Freestyle Relay,Bronze,Men
Ivar Stukolkin,Soviet Union,URS,Summer,1980,Moskva,Swimming,400M Freestyle,Bronze,Men
Ivar Stukolkin,Soviet Union,URS,Summer,1980,Moskva,Swimming,4X200M Freestyle Relay,Gold,Men
Shigeo Sugiura,Japan,JPN,Summer,1936,Berlin,Swimming,4X200M Freestyle Relay,Gold,Men
Aleksandr Nikolayevich Sukhorukov,Russia,RUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Silver,Men
Eamon Wade Sullivan,Australia,AUS,Summer,2008,Beijing,Swimming,100M Freestyle,Silver,Men
Eamon Wade Sullivan,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Bronze,Men
Eamon Wade Sullivan,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Men
Sun Yang,China,CHN,Summer,2012,London,Swimming,200M Freestyle,Silver,Men
Sun Yang,China,CHN,Summer,2012,London,Swimming,400M Freestyle,Gold,Men
Sun Yang,China,CHN,Summer,2012,London,Swimming,1500M Freestyle,Gold,Men
Sun Yang,China,CHN,Summer,2012,London,Swimming,4X200M Freestyle Relay,Bronze,Men
Sun Yang,China,CHN,Summer,2016,Rio De Janeiro,Swimming,200M Freestyle,Gold,Men
Sun Yang,China,CHN,Summer,2016,Rio De Janeiro,Swimming,400M Freestyle,Silver,Men
Sun Ye,China,CHN,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Bronze,Women
Yury Suzdaltsev,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Bronze,Men
Daichi Suzuki,Japan,JPN,Summer,1988,Seoul,Swimming,100M Backstroke,Gold,Men
Hiroshi Suzuki,Japan,JPN,Summer,1952,Helsinki,Swimming,100M Freestyle,Silver,Men
